id,symbol,seqnames,strand,TSS,type
ENSMUSG00000095261.2,Gm17391,chr12,-,22622962,processed_pseudogene
ENSMUSG00000112993.1,Gm48030,chr12,-,22631358,processed_pseudogene
ENSMUSG00000114107.1,Gm48031,chr12,+,22666701,processed_pseudogene
ENSMUSG00000113296.1,Gm48032,chr12,-,22667528,processed_pseudogene
ENSMUSG00000114008.1,Gm48033,chr12,-,22670762,processed_pseudogene
ENSMUSG00000113413.1,Gm21941,chr12,-,22696934,unprocessed_pseudogene
ENSMUSG00000113569.1,Gm48035,chr12,-,22725142,processed_pseudogene
ENSMUSG00000113574.1,Gm48037,chr12,-,22745288,processed_pseudogene
ENSMUSG00000114139.1,Gm20336,chr12,-,22829733,unprocessed_pseudogene
ENSMUSG00000114119.1,Gm48039,chr12,+,22877247,processed_pseudogene
ENSMUSG00000113060.1,Gm48041,chr12,-,22882223,processed_pseudogene
ENSMUSG00000113876.1,Gm48042,chr12,-,22906038,processed_pseudogene
ENSMUSG00000113797.1,Gm48043,chr12,-,22914570,processed_pseudogene
ENSMUSG00000113670.1,Gm49686,chr12,-,22953995,transcribed_unprocessed_pseudogene
ENSMUSG00000073164.11,2410018L13Rik,chr12,-,22953997,lincRNA
ENSMUSG00000113289.1,Gm48044,chr12,+,22998355,processed_pseudogene
ENSMUSG00000113552.1,Gm48046,chr12,-,23009845,processed_pseudogene
ENSMUSG00000112996.1,Gm48064,chr12,-,23018708,processed_pseudogene
ENSMUSG00000113751.1,Gm9293,chr12,-,23090769,unprocessed_pseudogene
ENSMUSG00000113174.1,Gm9292,chr12,-,23112535,unprocessed_pseudogene
ENSMUSG00000113085.1,Gm47383,chr12,+,23155957,processed_pseudogene
ENSMUSG00000113579.1,Gm47384,chr12,-,23166335,processed_pseudogene
ENSMUSG00000113798.1,Gm47385,chr12,-,23189273,processed_pseudogene
ENSMUSG00000113762.1,Gm47386,chr12,-,23197376,processed_pseudogene
ENSMUSG00000096441.1,Gm26140,chr12,+,23199780,miRNA
ENSMUSG00000092465.2,Gm20472,chr12,-,23221227,unprocessed_pseudogene
ENSMUSG00000092472.1,Gm20473,chr12,-,23338309,unprocessed_pseudogene
ENSMUSG00000096701.2,Gm9285,chr12,-,23361757,unprocessed_pseudogene
ENSMUSG00000113532.1,Gm47393,chr12,-,23426757,processed_pseudogene
ENSMUSG00000113824.1,Gm47420,chr12,-,23435217,processed_pseudogene
ENSMUSG00000113451.1,Gm47421,chr12,+,23465695,processed_pseudogene
ENSMUSG00000096618.2,Gm9286,chr12,-,23479394,unprocessed_pseudogene
ENSMUSG00000113487.1,Gm47422,chr12,-,23503175,processed_pseudogene
ENSMUSG00000095564.2,Gm20474,chr12,-,23526491,transcribed_unprocessed_pseudogene
ENSMUSG00000112997.1,Gm49386,chr12,-,23634350,processed_pseudogene
ENSMUSG00000113719.1,Gm9305,chr12,-,23711590,unprocessed_pseudogene
ENSMUSG00000114144.1,Gm9309,chr12,-,23733516,unprocessed_pseudogene
ENSMUSG00000071362.2,Gm10330,chr12,-,23778912,protein_coding
ENSMUSG00000113691.1,Gm38699,chr12,-,23780857,unprocessed_pseudogene
ENSMUSG00000113407.1,Gm47437,chr12,-,23800521,processed_pseudogene
ENSMUSG00000113160.1,Gm47440,chr12,-,23812883,processed_pseudogene
ENSMUSG00000113873.1,Gm46342,chr12,+,23896367,unprocessed_pseudogene
ENSMUSG00000113606.1,Gm47441,chr12,+,23903253,processed_pseudogene
ENSMUSG00000114151.1,Gm47442,chr12,+,23937396,processed_pseudogene
ENSMUSG00000112958.1,Gm47443,chr12,-,23941284,processed_pseudogene
ENSMUSG00000114022.1,Gm17330,chr12,-,23968681,processed_pseudogene
ENSMUSG00000113607.1,Gm47444,chr12,-,23977124,processed_pseudogene
ENSMUSG00000112987.1,Gm5954,chr12,-,24013354,unprocessed_pseudogene
ENSMUSG00000073158.4,9030624G23Rik,chr12,-,24043202,protein_coding
ENSMUSG00000113632.1,Gm47446,chr12,-,24176380,unprocessed_pseudogene
ENSMUSG00000112975.1,Gm21297,chr12,-,24252056,processed_pseudogene
ENSMUSG00000114120.1,Gm4120,chr12,-,24302807,unprocessed_pseudogene
ENSMUSG00000113417.1,Gm47478,chr12,-,24367361,processed_pseudogene
ENSMUSG00000113403.1,Gm9315,chr12,-,24382254,processed_pseudogene
ENSMUSG00000057160.2,Gm16372,chr12,-,24493207,processed_pseudogene
ENSMUSG00000059669.8,Taf1b,chr12,+,24498359,protein_coding
ENSMUSG00000113692.1,Gm47482,chr12,-,24512674,processed_pseudogene
ENSMUSG00000020656.16,Grhl1,chr12,+,24572283,protein_coding
ENSMUSG00000066553.5,Gm6969,chr12,-,24638669,processed_pseudogene
ENSMUSG00000020653.12,Klf11,chr12,+,24651274,protein_coding
ENSMUSG00000062563.15,Cys1,chr12,-,24665833,protein_coding
ENSMUSG00000020649.11,Rrm2,chr12,+,24708241,protein_coding
ENSMUSG00000113062.1,Gm48895,chr12,+,24760225,processed_pseudogene
ENSMUSG00000114076.1,Gm48896,chr12,+,24762341,lincRNA
ENSMUSG00000113018.1,Gm9318,chr12,-,24776246,processed_pseudogene
ENSMUSG00000089203.1,Gm26211,chr12,+,24779018,snoRNA
ENSMUSG00000114084.1,Gm48897,chr12,+,24779173,processed_pseudogene
ENSMUSG00000113621.1,2900060N12Rik,chr12,-,24796664,bidirectional_promoter_lncRNA
ENSMUSG00000020646.17,Mboat2,chr12,+,24830879,protein_coding
ENSMUSG00000113774.1,Gm36236,chr12,-,24974609,bidirectional_promoter_lncRNA
ENSMUSG00000036333.11,Kidins220,chr12,+,24974925,protein_coding
ENSMUSG00000114148.1,Gm47701,chr12,+,25064692,lincRNA
ENSMUSG00000020644.9,Id2,chr12,-,25093799,protein_coding
ENSMUSG00000112937.1,Gm17746,chr12,+,25129174,lincRNA
ENSMUSG00000113587.1,Gm36287,chr12,+,25150915,lincRNA
ENSMUSG00000114033.1,Gm47705,chr12,+,25181768,lincRNA
ENSMUSG00000113745.1,Gm19340,chr12,+,25282595,processed_pseudogene
ENSMUSG00000114105.1,Gm47713,chr12,-,25300071,lincRNA
ENSMUSG00000113669.1,Gm36723,chr12,+,25303940,lincRNA
ENSMUSG00000089441.1,Gm22527,chr12,+,25687801,rRNA
ENSMUSG00000114111.1,Gm9321,chr12,-,25819764,processed_pseudogene
ENSMUSG00000113827.1,Gm47733,chr12,+,25871153,lincRNA
ENSMUSG00000113550.1,Gm29687,chr12,-,26091962,lincRNA
ENSMUSG00000113611.1,Gm47750,chr12,+,26150316,processed_pseudogene
ENSMUSG00000113115.1,4930480M12Rik,chr12,+,26211267,lincRNA
ENSMUSG00000113813.1,Gm29968,chr12,-,26235530,lincRNA
ENSMUSG00000020642.13,Rnf144a,chr12,-,26300964,protein_coding
ENSMUSG00000114048.1,4930549C15Rik,chr12,+,26346717,antisense
ENSMUSG00000098771.1,Mir6538,chr12,-,26414901,miRNA
ENSMUSG00000113033.1,Gm47799,chr12,-,26431153,unprocessed_pseudogene
ENSMUSG00000020641.16,Rsad2,chr12,-,26442746,protein_coding
ENSMUSG00000020638.8,Cmpk2,chr12,+,26469204,protein_coding
ENSMUSG00000113059.1,Gm46344,chr12,-,26485905,processed_pseudogene
ENSMUSG00000113628.1,1700020D12Rik,chr12,-,26572108,lincRNA
ENSMUSG00000113524.1,Gm47847,chr12,+,26597259,lincRNA
ENSMUSG00000113218.1,4933409F18Rik,chr12,-,26814371,lincRNA
ENSMUSG00000094002.3,Gm9866,chr12,-,27050950,lincRNA
ENSMUSG00000114083.1,Gm47860,chr12,-,27262540,transcribed_processed_pseudogene
ENSMUSG00000063632.6,Sox11,chr12,-,27334264,protein_coding
ENSMUSG00000113421.1,Gm4166,chr12,+,27598201,lincRNA
ENSMUSG00000077344.1,Gm24326,chr12,+,27631803,snoRNA
ENSMUSG00000113616.1,Gm45941,chr12,+,27946042,lincRNA
ENSMUSG00000113967.1,Gm31025,chr12,+,27995008,lincRNA
ENSMUSG00000088937.1,Gm25923,chr12,-,28060391,rRNA
ENSMUSG00000113235.1,Gm47872,chr12,-,28249759,lincRNA
ENSMUSG00000113939.1,Gm47871,chr12,-,28320635,lincRNA
ENSMUSG00000077792.1,Gm25564,chr12,+,28350263,snoRNA
ENSMUSG00000020633.14,Dcdc2c,chr12,-,28437795,protein_coding
ENSMUSG00000113116.1,Gm47878,chr12,+,28523050,processed_pseudogene
ENSMUSG00000020636.14,Allc,chr12,-,28553755,protein_coding
ENSMUSG00000036655.8,Colec11,chr12,-,28594173,protein_coding
ENSMUSG00000061477.4,Rps7,chr12,-,28630854,protein_coding
ENSMUSG00000020630.9,Rnaseh1,chr12,+,28649602,protein_coding
ENSMUSG00000020629.12,Adi1,chr12,+,28675231,protein_coding
ENSMUSG00000098579.1,Mir6937,chr12,+,28679325,miRNA
ENSMUSG00000020628.16,Trappc12,chr12,-,28690628,protein_coding
ENSMUSG00000036613.8,Eipr1,chr12,+,28751803,protein_coding
ENSMUSG00000114081.1,Gm48904,chr12,+,28789669,TEC
ENSMUSG00000113886.1,Gm48905,chr12,+,28810138,sense_intronic
ENSMUSG00000113325.1,Gm48080,chr12,-,28886230,processed_pseudogene
ENSMUSG00000113387.1,Gm31508,chr12,+,28910229,lincRNA
ENSMUSG00000089583.1,Gm23342,chr12,-,29035180,rRNA
ENSMUSG00000113544.1,4833405L11Rik,chr12,-,29104487,lincRNA
ENSMUSG00000113986.1,Gm31333,chr12,+,29139167,lincRNA
ENSMUSG00000112776.1,Gm6989,chr12,-,29316915,processed_pseudogene
ENSMUSG00000112390.1,Gm20208,chr12,-,29526906,processed_transcript
ENSMUSG00000061911.15,Myt1l,chr12,+,29528384,protein_coding
ENSMUSG00000112663.1,C630031E19Rik,chr12,-,29675628,antisense
ENSMUSG00000020674.17,Pxdn,chr12,+,29937608,protein_coding
ENSMUSG00000020673.14,Tpo,chr12,-,30054659,protein_coding
ENSMUSG00000085472.1,Gm15691,chr12,+,30059657,antisense
ENSMUSG00000020672.14,Sntg2,chr12,-,30174482,protein_coding
ENSMUSG00000102098.1,2310016D03Rik,chr12,-,30410559,lincRNA
ENSMUSG00000088872.1,Gm25865,chr12,-,30457968,miRNA
ENSMUSG00000100674.1,Gm28806,chr12,-,30482822,lincRNA
ENSMUSG00000112665.1,Ryk-ps1,chr12,+,30486755,processed_pseudogene
ENSMUSG00000092653.2,Gm25243,chr12,-,30557914,miRNA
ENSMUSG00000043061.10,Tmem18,chr12,+,30584426,protein_coding
ENSMUSG00000054204.6,Alkal2,chr12,+,30884322,protein_coding
ENSMUSG00000044573.16,Acp1,chr12,-,30893326,protein_coding
ENSMUSG00000020669.15,Sh3yl1,chr12,+,30911668,protein_coding
ENSMUSG00000112546.1,Gm6992,chr12,+,31018218,processed_pseudogene
ENSMUSG00000112890.1,Gm18502,chr12,+,31030857,processed_pseudogene
ENSMUSG00000077292.1,Gm25408,chr12,+,31057075,snoRNA
ENSMUSG00000036136.9,Fam110c,chr12,+,31073861,protein_coding
ENSMUSG00000112876.1,Gm32443,chr12,-,31082581,lincRNA
ENSMUSG00000112799.1,Gm48100,chr12,-,31099621,processed_pseudogene
ENSMUSG00000112310.1,Gm48112,chr12,+,31142760,unprocessed_pseudogene
ENSMUSG00000095953.2,6030469F06Rik,chr12,+,31168862,lincRNA
ENSMUSG00000111944.1,Gm18024,chr12,-,31198374,processed_pseudogene
ENSMUSG00000112518.1,Gm48117,chr12,+,31234572,processed_pseudogene
ENSMUSG00000112187.1,Gm6993,chr12,+,31240770,protein_coding
ENSMUSG00000112567.1,Gm32899,chr12,-,31258651,processed_pseudogene
ENSMUSG00000065200.1,Gm24613,chr12,-,31258933,snoRNA
ENSMUSG00000002900.16,Lamb1,chr12,+,31265234,protein_coding
ENSMUSG00000020664.10,Dld,chr12,-,31331277,protein_coding
ENSMUSG00000001225.12,Slc26a3,chr12,+,31390871,protein_coding
ENSMUSG00000091040.1,Gm9359,chr12,+,31418848,processed_pseudogene
ENSMUSG00000020659.16,Cbll1,chr12,-,31484829,protein_coding
ENSMUSG00000099851.1,Gm29542,chr12,+,31486958,antisense
ENSMUSG00000101007.1,Gm29541,chr12,-,31500068,TEC
ENSMUSG00000020651.8,Slc26a4,chr12,-,31519827,protein_coding
ENSMUSG00000112718.1,Gm48524,chr12,+,31562866,processed_pseudogene
ENSMUSG00000020650.15,Bcap29,chr12,-,31590967,protein_coding
ENSMUSG00000020648.3,Dus4l,chr12,-,31640050,protein_coding
ENSMUSG00000035933.5,Cog5,chr12,+,31654869,protein_coding
ENSMUSG00000044067.7,Gpr22,chr12,-,31706867,protein_coding
ENSMUSG00000112033.1,Gm48808,chr12,+,31747325,processed_pseudogene
ENSMUSG00000112779.1,Gm18029,chr12,+,31748059,processed_pseudogene
ENSMUSG00000111987.1,Gm48809,chr12,-,31846523,antisense
ENSMUSG00000088242.1,Gm25913,chr12,+,31858458,scaRNA
ENSMUSG00000002996.17,Hbp1,chr12,-,31926254,protein_coding
ENSMUSG00000002997.15,Prkar2b,chr12,-,31958476,protein_coding
ENSMUSG00000112569.1,Gm33111,chr12,-,32073286,lincRNA
ENSMUSG00000112071.1,5430401H09Rik,chr12,-,32096613,lincRNA
ENSMUSG00000020573.17,Pik3cg,chr12,-,32173473,protein_coding
ENSMUSG00000111893.1,Gm47928,chr12,-,32219961,processed_pseudogene
ENSMUSG00000112578.1,Gm33308,chr12,+,32246259,lincRNA
ENSMUSG00000065645.1,Gm23875,chr12,-,32354885,misc_RNA
ENSMUSG00000090946.3,Ccdc71l,chr12,+,32378704,protein_coding
ENSMUSG00000112865.1,Gm40375,chr12,-,32390768,lincRNA
ENSMUSG00000112171.1,Gm17820,chr12,-,32486351,processed_pseudogene
ENSMUSG00000112617.1,Gm47937,chr12,-,32673180,processed_pseudogene
ENSMUSG00000112218.1,Gm18726,chr12,+,32710161,processed_pseudogene
ENSMUSG00000020572.8,Nampt,chr12,+,32819545,protein_coding
ENSMUSG00000096954.1,Gdap10,chr12,+,32821872,lincRNA
ENSMUSG00000112166.1,Gm47948,chr12,+,32878305,lincRNA
ENSMUSG00000097494.7,4933406C10Rik,chr12,-,32919384,lincRNA
ENSMUSG00000112124.1,Gm19056,chr12,-,32929151,processed_pseudogene
ENSMUSG00000112916.1,Gm18622,chr12,+,32930124,processed_pseudogene
ENSMUSG00000112887.1,Gm47961,chr12,-,32931480,processed_pseudogene
ENSMUSG00000020570.15,Sypl,chr12,+,32953891,protein_coding
ENSMUSG00000089136.1,Gm24922,chr12,-,32999909,snRNA
ENSMUSG00000035860.9,Cdhr3,chr12,-,33033796,protein_coding
ENSMUSG00000092931.2,Gm22904,chr12,+,33062441,miRNA
ENSMUSG00000052125.16,F730043M19Rik,chr12,-,33111711,bidirectional_promoter_lncRNA
ENSMUSG00000084979.1,Gm16267,chr12,+,33111962,lincRNA
ENSMUSG00000020564.17,Atxn7l1,chr12,+,33147693,protein_coding
ENSMUSG00000079143.3,Atxn7l1os1,chr12,-,33193994,antisense
ENSMUSG00000085664.1,Atxn7l1os2,chr12,-,33358243,antisense
ENSMUSG00000020562.7,Efcab10,chr12,+,33394854,protein_coding
ENSMUSG00000112094.1,Gm47506,chr12,-,33401365,unprocessed_pseudogene
ENSMUSG00000020561.8,Twistnb,chr12,+,33429635,protein_coding
ENSMUSG00000077750.1,Gm23529,chr12,-,33452712,snoRNA
ENSMUSG00000112076.1,Gm9368,chr12,-,33496067,processed_pseudogene
ENSMUSG00000114064.1,Gm9370,chr12,+,33846454,processed_pseudogene
ENSMUSG00000114082.1,Gm40383,chr12,-,33900358,bidirectional_promoter_lncRNA
ENSMUSG00000046518.3,Ferd3l,chr12,+,33928425,protein_coding
ENSMUSG00000035799.6,Twist1,chr12,+,33957671,protein_coding
ENSMUSG00000004698.10,Hdac9,chr12,-,34047580,protein_coding
ENSMUSG00000113756.1,Gm18025,chr12,-,34290274,processed_pseudogene
ENSMUSG00000113386.1,Gm47357,chr12,-,34623907,sense_intronic
ENSMUSG00000052376.2,4921508M14Rik,chr12,-,34873730,TEC
ENSMUSG00000077264.1,Gm24429,chr12,+,34895024,snoRNA
ENSMUSG00000092305.1,Prps1l1,chr12,+,34984761,protein_coding
ENSMUSG00000089043.1,Gm24359,chr12,-,35000337,misc_RNA
ENSMUSG00000020590.16,Snx13,chr12,+,35047186,protein_coding
ENSMUSG00000113792.1,Gm10933,chr12,+,35055101,TEC
ENSMUSG00000113571.1,Gm48137,chr12,+,35140892,TEC
ENSMUSG00000076253.1,Mir680-3,chr12,-,35194811,miRNA
ENSMUSG00000105488.1,Gm44396,chr12,+,35308891,miRNA
ENSMUSG00000065195.1,Gm26071,chr12,+,35441190,snRNA
ENSMUSG00000019256.17,Ahr,chr12,-,35497974,protein_coding
ENSMUSG00000113741.1,Gm48236,chr12,+,35534421,lincRNA
ENSMUSG00000113580.1,Gm48237,chr12,+,35546031,lincRNA
ENSMUSG00000113548.1,Gm34047,chr12,+,35602544,lincRNA
ENSMUSG00000113985.1,9130015A21Rik,chr12,-,35672282,lincRNA
ENSMUSG00000113833.1,Gm48264,chr12,+,35746229,TEC
ENSMUSG00000114058.1,Gm46317,chr12,-,35761385,processed_pseudogene
ENSMUSG00000114167.1,Gm7002,chr12,+,35772951,processed_pseudogene
ENSMUSG00000114090.1,Gm9472,chr12,-,35818739,processed_pseudogene
ENSMUSG00000036231.5,Agr3,chr12,+,35925620,protein_coding
ENSMUSG00000020581.11,Agr2,chr12,+,35992907,protein_coding
ENSMUSG00000020577.17,Tspan13,chr12,-,36014557,protein_coding
ENSMUSG00000059301.7,Gm5434,chr12,+,36090379,transcribed_processed_pseudogene
ENSMUSG00000020547.5,Bzw2,chr12,-,36091835,protein_coding
ENSMUSG00000113732.1,Gm18115,chr12,+,36115082,processed_pseudogene
ENSMUSG00000113349.1,Gm48369,chr12,-,36146183,TEC
ENSMUSG00000036188.4,Ankmy2,chr12,+,36157114,protein_coding
ENSMUSG00000113511.1,Gm19046,chr12,+,36172368,processed_pseudogene
ENSMUSG00000020545.14,Lrrc72,chr12,-,36208345,protein_coding
ENSMUSG00000113832.1,Gm40392,chr12,+,36264925,lincRNA
ENSMUSG00000036169.6,Sostdc1,chr12,+,36314139,protein_coding
ENSMUSG00000114141.1,Gm34215,chr12,+,36326341,lincRNA
ENSMUSG00000088906.1,Gm25438,chr12,-,36373774,snoRNA
ENSMUSG00000091007.1,D630036H23Rik,chr12,-,36381242,protein_coding
ENSMUSG00000043153.6,Ispd,chr12,+,36381450,protein_coding
ENSMUSG00000114135.1,Gm7252,chr12,+,36539357,processed_pseudogene
ENSMUSG00000092998.1,Mir5099,chr12,+,36816205,miRNA
ENSMUSG00000113064.1,Gm40394,chr12,+,36877965,lincRNA
ENSMUSG00000113507.1,Gm48613,chr12,-,36945251,lincRNA
ENSMUSG00000112974.1,Gm18026,chr12,-,36968424,processed_pseudogene
ENSMUSG00000105215.1,Gm44326,chr12,-,37001839,miRNA
ENSMUSG00000114052.1,Gm48616,chr12,+,37013575,lincRNA
ENSMUSG00000113764.1,Gm48617,chr12,+,37049217,sense_intronic
ENSMUSG00000101067.1,Gm29007,chr12,-,37098550,lincRNA
ENSMUSG00000036144.6,Meox2,chr12,+,37108540,protein_coding
ENSMUSG00000050103.18,Agmo,chr12,+,37241641,protein_coding
ENSMUSG00000113005.1,Gm34408,chr12,-,37446746,antisense
ENSMUSG00000114007.1,Gm48660,chr12,+,37569279,processed_pseudogene
ENSMUSG00000036095.11,Dgkb,chr12,+,37817726,protein_coding
ENSMUSG00000113154.1,Gm48713,chr12,+,37938463,TEC
ENSMUSG00000113608.1,Gm48715,chr12,-,38047093,antisense
ENSMUSG00000113941.1,Gm35755,chr12,+,38089902,processed_pseudogene
ENSMUSG00000113248.1,Gm18338,chr12,-,38368671,processed_pseudogene
ENSMUSG00000112967.1,4930428E07Rik,chr12,-,38552808,antisense
ENSMUSG00000113968.1,Gm48813,chr12,+,38707869,processed_pseudogene
ENSMUSG00000113520.1,Gm4257,chr12,-,38741698,processed_pseudogene
ENSMUSG00000004151.17,Etv1,chr12,+,38779380,protein_coding
ENSMUSG00000113229.1,Gm18442,chr12,+,38875404,processed_pseudogene
ENSMUSG00000113933.1,Gm34611,chr12,-,38906055,lincRNA
ENSMUSG00000113108.1,Gm47832,chr12,-,38936413,processed_pseudogene
ENSMUSG00000113092.1,Gm34662,chr12,-,38973722,lincRNA
ENSMUSG00000113266.1,Gm19563,chr12,+,38998654,processed_pseudogene
ENSMUSG00000113272.1,Gm34809,chr12,-,39061907,lincRNA
ENSMUSG00000113896.1,Gm18591,chr12,+,39208892,processed_pseudogene
ENSMUSG00000114079.1,Gm47855,chr12,-,39397653,lincRNA
ENSMUSG00000077700.1,Gm24069,chr12,+,39461530,snoRNA
ENSMUSG00000113343.1,Gm34923,chr12,-,39485844,lincRNA
ENSMUSG00000113384.1,Gm47859,chr12,-,39515934,lincRNA
ENSMUSG00000077269.1,Gm24434,chr12,+,39621415,snoRNA
ENSMUSG00000113277.1,Gm18116,chr12,+,39765186,processed_pseudogene
ENSMUSG00000113761.1,Gm4263,chr12,+,39874843,transcribed_processed_pseudogene
ENSMUSG00000113874.1,Gm47868,chr12,-,39899010,lincRNA
ENSMUSG00000114147.1,AC134468.1,chr12,-,39948444,transcribed_processed_pseudogene
ENSMUSG00000047446.18,Arl4a,chr12,-,40005447,protein_coding
ENSMUSG00000086315.1,Arl4aos,chr12,+,40038099,antisense
ENSMUSG00000002565.16,Scin,chr12,-,40059769,protein_coding
ENSMUSG00000071342.5,Lsmem1,chr12,-,40175493,protein_coding
ENSMUSG00000090387.1,Gm17056,chr12,+,40198656,antisense
ENSMUSG00000001627.12,Ifrd1,chr12,-,40201567,protein_coding
ENSMUSG00000090582.1,Gm17024,chr12,-,40209487,sense_intronic
ENSMUSG00000089371.1,Mir1938,chr12,-,40222712,miRNA
ENSMUSG00000035983.4,Gm7008,chr12,+,40222758,antisense
ENSMUSG00000113181.1,Gm47954,chr12,-,40225263,processed_pseudogene
ENSMUSG00000055917.15,Zfp277,chr12,-,40315046,protein_coding
ENSMUSG00000035954.10,Dock4,chr12,+,40445952,protein_coding
ENSMUSG00000113435.1,Gm19441,chr12,+,40875537,processed_pseudogene
ENSMUSG00000113510.1,Gm7239,chr12,-,40883755,processed_pseudogene
ENSMUSG00000113337.1,Gm19220,chr12,+,40893485,processed_pseudogene
ENSMUSG00000114166.1,Gm18246,chr12,+,40917288,processed_pseudogene
ENSMUSG00000114130.1,Gm18954,chr12,-,41016855,processed_pseudogene
ENSMUSG00000056899.10,Immp2l,chr12,+,41024090,protein_coding
ENSMUSG00000113994.1,Gm47375,chr12,-,41041824,antisense
ENSMUSG00000113086.1,Gm47376,chr12,-,41342820,antisense
ENSMUSG00000077613.1,Gm25497,chr12,-,41348441,snoRNA
ENSMUSG00000113454.1,Gm47373,chr12,-,41386379,antisense
ENSMUSG00000113516.1,Gm47368,chr12,-,41405131,antisense
ENSMUSG00000036295.5,Lrrn3,chr12,-,41451668,protein_coding
ENSMUSG00000113766.1,Gm47374,chr12,+,41545391,TEC
ENSMUSG00000113438.1,Gm47369,chr12,+,41684394,processed_pseudogene
ENSMUSG00000113105.1,Gm47371,chr12,-,41798182,antisense
ENSMUSG00000113370.1,Gm46348,chr12,-,41918708,lincRNA
ENSMUSG00000113979.1,Gm47012,chr12,+,42017880,processed_pseudogene
ENSMUSG00000113420.1,Gm7242,chr12,+,42028212,processed_pseudogene
ENSMUSG00000113989.1,Gm47013,chr12,+,42088439,lincRNA
ENSMUSG00000112898.1,Gm47020,chr12,-,42117824,lincRNA
ENSMUSG00000093214.1,Gm25248,chr12,+,42281716,miRNA
ENSMUSG00000112407.1,Gm33340,chr12,-,42966884,lincRNA
ENSMUSG00000112904.1,Gm47030,chr12,+,43306143,lincRNA
ENSMUSG00000065004.1,Gm26326,chr12,+,43743037,snoRNA
ENSMUSG00000112844.1,Gm47036,chr12,+,43750774,processed_pseudogene
ENSMUSG00000112258.1,Gm10165,chr12,-,43810543,lincRNA
ENSMUSG00000111960.1,Gm46349,chr12,-,43955679,lincRNA
ENSMUSG00000112038.1,Gm47056,chr12,+,44121756,processed_pseudogene
ENSMUSG00000111920.1,Gm7370,chr12,-,44202405,processed_pseudogene
ENSMUSG00000014905.4,Dnajb9,chr12,-,44205559,protein_coding
ENSMUSG00000093618.1,Mir5627,chr12,+,44210313,miRNA
ENSMUSG00000112547.1,Gm47096,chr12,-,44220387,lincRNA
ENSMUSG00000036257.15,Pnpla8,chr12,+,44221370,protein_coding
ENSMUSG00000112795.1,Gm2027,chr12,+,44221745,processed_pseudogene
ENSMUSG00000020598.16,Nrcam,chr12,+,44328885,protein_coding
ENSMUSG00000112056.1,Gm48181,chr12,+,44373197,TEC
ENSMUSG00000112448.1,Gm48182,chr12,+,44409790,TEC
ENSMUSG00000112823.1,Gm6125,chr12,-,44619191,processed_pseudogene
ENSMUSG00000046314.16,Stxbp6,chr12,-,44852484,protein_coding
ENSMUSG00000081636.2,Gm15901,chr12,+,44923180,processed_pseudogene
ENSMUSG00000086012.2,Gm15902,chr12,-,44959647,sense_intronic
ENSMUSG00000112112.1,Gm48508,chr12,+,45094012,lincRNA
ENSMUSG00000088852.1,Gm24731,chr12,+,45109007,snoRNA
ENSMUSG00000089226.1,Gm22076,chr12,+,45359699,rRNA
ENSMUSG00000092404.2,Gm9921,chr12,+,45429377,lincRNA
ENSMUSG00000112054.1,Gm33680,chr12,+,45466273,lincRNA
ENSMUSG00000112768.1,Gm48517,chr12,-,45572431,unprocessed_pseudogene
ENSMUSG00000112604.1,Gm48518,chr12,-,45669499,TEC
ENSMUSG00000112859.1,Gm48522,chr12,-,45731415,lincRNA
ENSMUSG00000064800.1,Gm24948,chr12,+,45984343,snoRNA
ENSMUSG00000112915.1,Gm18112,chr12,-,46269750,unprocessed_pseudogene
ENSMUSG00000112088.1,Gm48531,chr12,+,46281906,unprocessed_pseudogene
ENSMUSG00000112811.1,Gm7422,chr12,-,46478688,processed_pseudogene
ENSMUSG00000112174.1,Gm48535,chr12,-,46658603,lincRNA
ENSMUSG00000112410.1,B230217J21Rik,chr12,+,46667317,lincRNA
ENSMUSG00000112169.1,Gm48536,chr12,-,46683145,TEC
ENSMUSG00000021047.7,Nova1,chr12,-,46694517,protein_coding
ENSMUSG00000112358.1,Gm33869,chr12,-,46701075,TEC
ENSMUSG00000112420.1,Gm48543,chr12,-,46725773,TEC
ENSMUSG00000112483.1,Gm48542,chr12,-,46806952,TEC
ENSMUSG00000089227.1,Gm25051,chr12,-,46832559,misc_RNA
ENSMUSG00000104308.1,Gm36971,chr12,+,47165042,TEC
ENSMUSG00000112215.1,Gm2089,chr12,+,47199991,processed_pseudogene
ENSMUSG00000112232.1,Gm48578,chr12,+,47532257,lincRNA
ENSMUSG00000112908.1,Gm7392,chr12,+,47812905,processed_pseudogene
ENSMUSG00000111984.1,Gm46327,chr12,-,48047000,unprocessed_pseudogene
ENSMUSG00000112085.1,Gm48587,chr12,+,48495219,unprocessed_pseudogene
ENSMUSG00000091277.2,Gm1818,chr12,-,48555308,unprocessed_pseudogene
ENSMUSG00000112005.1,Gm29818,chr12,+,48632293,processed_pseudogene
ENSMUSG00000108639.1,AC124542.1,chr12,-,48903821,unprocessed_pseudogene
ENSMUSG00000064616.1,Gm26454,chr12,+,49009883,snRNA
ENSMUSG00000098099.1,Gm7456,chr12,+,49140256,processed_pseudogene
ENSMUSG00000112651.1,Gm18623,chr12,+,49323943,processed_pseudogene
ENSMUSG00000112763.1,Gm34304,chr12,-,49368729,lincRNA
ENSMUSG00000020950.10,Foxg1,chr12,+,49382660,protein_coding
ENSMUSG00000089922.2,Gm43517,chr12,+,49385174,protein_coding
